Registration_ID,Registration_Date,Year,Month,Quarter,State,District,RTO,Latitude,Longitude,Manufacturer,Model,Vehicle_Category,Vehicle_Class,Fuel_Type,Battery_kWh,Range_km,Charging_Type,Price_INR,Subsidy_INR,Registration_Count,Market_Share,YoY_Growth,MoM_Growth,Charging_Stations,Fuel_Price,State_GDP_BnINR,Population_Million,Urbanization_Rate,Temperature_C,Festival,Sales_Target
100101,2023-03-21,2023,3,1,Kerala,Kochi,KOC09,23.5884,91.1856,TVS,iQube,2W,Scooter,Pure EV,4.3,203.6,DC Fast,130462,8213.0,3,17.65,3.38,11.56,1518,95.82,16177.0,66.69,87.29,27.8,Pongal,355
100102,2025-10-13,2025,10,4,West Bengal,Kolkata,KOL18,16.456,74.9186,Mahindra,BE 6,4W,Passenger,Pure EV,39.9,395.2,AC,1303846,113903.0,410,7.51,29.94,-5.8,769,96.96,5205.1,98.03,66.52,29.2,Eid,145
100103,2025-11-18,2025,11,4,Delhi,New Delhi,NEW25,30.0108,95.951,Hyundai,Ioniq 5,4W,Passenger,Pure EV,48.8,245.9,Bharat DC,1801030,117247.0,28,21.65,51.87,4.6,1695,104.43,14722.4,210.21,58.12,,,457
100104,2023-05-02,2023,5,2,Gujarat,Ahmedabad,AHM70,30.2286,78.639,BYD,Seal,4W,Passenger,Pure EV,27.9,394.9,AC,3298814,318639.0,282,12.82,27.23,-1.03,1827,101.11,34645.2,26.95,84.75,34.5,Onam,497
100105,2022-08-09,2022,8,3,Telangana,Hyderabad,HYD81,19.5605,85.8684,Mahindra,BE 6,4W,Passenger,Pure EV,73.2,235.2,DC Fast,3541611,145163.0,378,14.74,12.79,10.48,867,107.33,20081.6,133.77,66.55,17.1,Onam,198
100106,2026-05-28,2026,5,2,Rajasthan,Jaipur,JAI19,27.2077,92.026,Mahindra,XUV400,4W,Passenger,Pure EV,79.6,549.3,Bharat DC,3915690,466941.0,444,16.43,35.59,-4.55,2024,91.41,22244.3,157.51,49.26,14.3,Diwali,256
100107,2026-12-09,2026,12,4,Telangana,Hyderabad,HYD09,29.4833,79.5338,Bajaj,Chetak,2W,Scooter,Pure EV,3.3,80.3,,159672,14893.0,375,24.31,31.26,10.13,887,99.87,11503.4,71.97,62.69,15.9,Christmas,453
100108,2024-11-25,2024,11,4,Karnataka,Bengaluru,BEN26,34.8837,94.3728,Tata Motors,Nexon EV,4W,Passenger,Pure EV,57.7,573.3,CCS2,756985,85496.0,81,11.09,-9.96,16.91,671,108.99,30717.8,24.69,48.11,14.5,Holi,76
100109,2025-11-10,2025,11,4,Tamil Nadu,Chennai,CHE44,30.0619,96.6565,TVS,iQube,2W,Scooter,Pure EV,4.3,80.2,Bharat DC,132913,4422.0,116,13.03,18.93,-7.79,561,99.46,8244.5,23.7,82.86,,Pongal,203
100110,2023-07-25,2023,7,3,Delhi,New Delhi,NEW79,26.5373,92.9389,MG,Comet EV,4W,Passenger,Pure EV,51.5,184.0,AC,2975071,190434.0,370,5.41,38.64,15.92,431,91.36,4573.6,182.91,47.42,24.9,Holi,176
100111,2024-11-03,2024,11,4,Tamil Nadu,Chennai,CHE51,15.9796,69.5825,Hyundai,Creta EV,4W,Passenger,Pure EV,67.6,504.5,DC Fast,3667622,314831.0,155,5.22,29.45,-3.1,2047,97.26,8665.5,160.06,25.54,38.7,,234
100112,2024-03-13,2024,3,1,West Bengal,Kolkata,KOL06,32.9096,95.5117,TVS,iQube,2W,Scooter,Pure EV,3.9,104.2,Bharat DC,132391,15720.0,38,0.52,-5.61,-1.18,2095,94.88,25028.2,192.13,53.04,24.1,Holi,192
100113,2022-05-03,2022,5,2,Rajasthan,Jaipur,JAI31,9.5635,70.5002,BYD,Atto 3,4W,Passenger,Pure EV,51.9,363.6,Bharat DC,2920030,302085.0,349,16.11,10.16,3.37,495,98.88,21426.5,78.36,77.85,34.2,Diwali,56
100114,2023-12-01,2023,12,4,Delhi,New Delhi,NEW16,28.8286,68.8513,Bajaj,Chetak,2W,Scooter,Pure EV,3.8,189.6,Bharat DC,154869,5683.0,65,18.77,46.77,11.06,1134,100.57,9424.4,243.8,68.95,26.9,Pongal,78
100115,2025-10-06,2025,10,4,Telangana,Hyderabad,HYD32,9.2415,78.5553,MG,ZS EV,4W,Passenger,Pure EV,67.3,600.3,DC Fast,3059422,96474.0,380,12.77,-7.14,14.44,753,110.35,30054.7,138.89,91.29,34.2,Eid,164
100116,2024-04-14,2024,4,2,Telangana,Hyderabad,HYD09,31.6788,93.1149,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.9,96.7,CCS2,150599,3805.0,115,20.13,53.79,16.81,1360,90.07,16149.1,93.18,42.74,35.5,Navratri,287
100117,2024-10-16,2024,10,4,Tamil Nadu,Chennai,CHE01,28.4911,78.912,Hyundai,Ioniq 5,4W,Passenger,Pure EV,26.8,618.2,CCS2,783686,58114.0,326,21.01,47.02,16.73,445,92.92,34414.1,105.82,94.97,41.2,Holi,414
100118,2024-02-02,2024,2,1,Tamil Nadu,Chennai,CHE76,23.3312,80.6145,Hyundai,Creta EV,4W,Passenger,Pure EV,62.6,355.1,DC Fast,4110942,117122.0,49,12.69,31.42,2.25,989,95.0,29826.7,231.62,50.65,37.0,Pongal,212
100119,2025-05-08,2025,5,2,Maharashtra,Pune,PUN99,13.6062,76.9409,BYD,Atto 3,4W,Passenger,Pure EV,67.7,454.8,CCS2,1243937,45326.0,239,7.92,-2.15,1.32,511,90.17,28323.6,77.1,74.97,30.1,Navratri,477
100120,2024-03-03,2024,3,1,Tamil Nadu,Chennai,CHE71,14.746,81.3993,ATHER,Rizta,2W,Scooter,Pure EV,3.8,,DC Fast,113415,,16,23.81,45.55,6.45,517,88.29,29113.9,245.67,30.2,36.7,Pongal,401
100121,2022-10-19,2022,10,4,Gujarat,Ahmedabad,AHM06,33.4416,69.4685,Mahindra,XUV400,4W,Passenger,Pure EV,81.8,272.9,Bharat DC,2960954,298849.0,48,22.64,43.91,0.62,1637,99.91,13580.7,107.53,47.61,39.2,Onam,193
100122,2025-03-02,2025,3,1,West Bengal,Kolkata,KOL68,14.727,96.8285,BYD,Seal,4W,Passenger,Pure EV,49.4,594.9,AC,2376608,68380.0,197,3.52,2.96,15.0,1586,106.77,12761.2,136.81,57.8,39.4,Pongal,248
100123,2024-03-01,2024,3,1,Telangana,Hyderabad,HYD21,10.7036,87.0491,BYD,Atto 3,4W,Passenger,Pure EV,75.2,545.9,CCS2,905069,107842.0,272,9.0,27.96,-1.95,2205,107.59,32128.9,15.39,97.72,18.6,Eid,231
100124,2023-03-08,2023,3,1,West Bengal,Kolkata,KOL64,22.6374,73.0911,Ather,Rizta,2W,Scooter,Pure EV,4.8,83.9,AC,153050,17563.0,289,3.64,51.64,13.75,389,89.35,21177.7,6.45,57.28,22.0,Navratri,462
100125,2023-06-23,2023,6,2,Delhi,New Delhi,NEW91,33.4319,79.4723,Ather,450X,2W,Scooter,Pure EV,2.6,162.1,AC,172550,16813.0,434,13.2,13.72,-6.11,1398,95.24,5034.9,40.64,94.0,35.8,Christmas,382
100126,2024-03-23,2024,3,1,Rajasthan,Jaipur,JAI74,18.5732,96.8342,Ather,450X,2W,Scooter,Pure EV,4.2,194.0,AC,124055,11587.0,151,3.27,37.37,16.67,765,102.46,32260.0,241.93,37.23,29.0,Christmas,122
100127,2024-12-03,2024,12,4,Tamil Nadu,Chennai,CHE27,14.7376,69.966,Ather,Rizta,2W,Scooter,Pure EV,2.9,203.9,CCS2,97985,8907.0,328,18.26,11.82,-7.7,462,105.29,1970.7,110.4,52.73,17.0,Eid,302
100128,2025-06-18,2025,6,2,Kerala,Kochi,KOC41,15.0504,71.037,Mahindra,BE 6,4W,Passenger,Pure EV,68.3,451.7,CCS2,3353852,142734.0,232,1.94,44.97,-0.33,716,109.31,5883.4,20.14,93.46,41.3,Pongal,354
100129,2026-08-23,2026,8,3,Karnataka,Bengaluru,BEN70,15.1621,76.1642,TVS,iQube,2W,Scooter,Pure EV,4.0,140.8,DC Fast,94820,,98,10.29,26.02,16.06,412,89.19,20140.4,210.2,31.98,22.8,Eid,94
100130,2024-11-21,2024,11,4,West Bengal,Kolkata,KOL63,32.1617,75.6851,Bajaj,Chetak,2W,Scooter,Pure EV,2.7,109.0,Bharat DC,147437,17354.0,243,21.11,10.04,2.33,777,96.9,13536.1,47.87,23.48,25.2,Onam,165
100131,2024-10-02,2024,10,4,Delhi,New Delhi,NEW54,34.0719,87.925,Mahindra,XUV400,4W,Passenger,Pure EV,60.4,559.8,Bharat DC,2148953,205538.0,117,13.88,44.65,13.28,2365,109.16,16826.3,21.12,90.42,33.4,Holi,111
100132,2025-03-06,2025,3,1,Tamil Nadu,Chennai,CHE94,32.6827,69.9433,BYD,Atto 3,4W,Passenger,Pure EV,19.8,216.8,Bharat DC,3090939,124231.0,422,15.72,44.22,-1.29,2298,97.54,11616.6,70.14,55.74,38.2,Eid,107
100133,2025-03-05,2025,3,1,West Bengal,Kolkata,KOL74,24.442,69.0865,Mahindra,XUV400,4W,Passenger,Pure EV,53.6,227.5,CCS2,1701325,125155.0,177,21.96,7.17,9.02,1670,91.45,21420.3,173.87,23.03,38.7,Pongal,403
100134,2023-01-24,2023,1,1,Uttar Pradesh,Lucknow,LUC30,11.6284,96.2524,Ola Electric,S1 X,2W,Scooter,Pure EV,2.6,194.4,Bharat DC,117275,5633.0,252,21.47,34.52,17.28,1334,94.47,14762.0,161.92,34.66,18.3,Eid,429
100135,2025-09-28,2025,9,3,Telangana,Hyderabad,HYD26,30.5984,75.2352,Tata Motors,Punch EV,4W,Passenger,Pure EV,21.3,513.5,Bharat DC,2111848,207070.0,269,22.0,-8.12,-2.99,227,110.03,24750.8,69.58,84.23,27.2,Diwali,398
100136,2022-04-12,2022,4,2,Uttar Pradesh,Lucknow,LUC37,8.7412,69.4399,Bajaj,Chetak,2W,Scooter,Pure EV,4.9,146.4,DC Fast,139620,7599.0,429,22.37,38.68,9.91,926,103.54,23816.0,68.37,51.94,12.6,,292
100137,2023-11-06,2023,11,4,West Bengal,Kolkata,KOL59,14.804,81.5342,Tata Motors,Punch EV,4W,Passenger,Pure EV,33.4,558.4,Bharat DC,1769109,206459.0,330,6.96,48.21,14.14,2414,90.46,18049.5,166.1,85.78,23.2,Onam,202
100138,2022-08-03,2022,8,3,Telangana,Hyderabad,HYD08,29.7466,91.2685,Ola Electric,S1 X,2W,Scooter,Pure EV,4.7,116.6,Bharat DC,153998,16822.0,153,4.79,23.62,-1.75,1329,104.34,25328.5,164.37,97.8,19.8,Eid,257
100139,2025-12-02,2025,12,4,West Bengal,Kolkata,KOL85,31.6654,73.2529,BYD,Seal,4W,Passenger,Pure EV,64.2,284.5,AC,2571223,253239.0,344,9.03,9.51,-3.58,1948,91.07,9275.2,202.37,79.51,17.5,Pongal,385
100140,2022-04-12,2022,4,2,Tamil Nadu,Chennai,CHE75,33.4961,70.0653,Ola Electric,S1 X,2W,Scooter,Pure EV,4.5,126.4,DC Fast,113450,5605.0,436,3.03,-6.51,8.49,2069,90.88,23920.2,133.16,52.22,38.1,Holi,120
100141,2023-06-14,2023,6,2,West Bengal,Kolkata,KOL58,15.3853,90.0746,Bajaj,Chetak,2W,Scooter,Pure EV,3.3,180.2,DC Fast,160105,11009.0,324,24.67,10.37,-6.49,2380,106.35,17288.3,191.25,26.87,30.4,Eid,256
100142,2025-08-13,2025,8,3,Karnataka,Bengaluru,BEN32,14.1092,93.4326,Tata Motors,Punch EV,4W,Passenger,Pure EV,64.5,626.5,CCS2,3822022,365709.0,272,4.85,33.99,8.29,548,90.46,17765.8,77.57,25.09,13.4,Onam,283
100143,2026-10-17,2026,10,4,Telangana,Hyderabad,HYD17,13.7021,68.6355,TVS,iQube,2W,Scooter,Pure EV,3.4,206.2,,122333,4752.0,416,10.14,4.85,10.91,524,96.8,22873.8,10.78,88.37,19.7,,354
100144,2022-11-04,2022,11,4,Karnataka,Bengaluru,BEN54,25.8649,87.212,Tata Motors,Nexon EV,4W,Passenger,Pure EV,44.1,358.7,CCS2,2615488,176388.0,79,5.22,34.57,-7.76,2500,104.82,14833.3,224.81,59.9,30.5,Onam,108
100145,2022-08-07,2022,8,3,West Bengal,Kolkata,KOL62,16.9263,68.0794,BYD,Seal,4W,Passenger,Pure EV,71.0,637.4,AC,1952726,119069.0,83,1.08,22.26,-2.6,472,108.05,23515.1,38.56,27.03,27.4,Diwali,181
100146,2023-08-10,2023,8,3,Gujarat,Ahmedabad,AHM98,32.0379,68.2805,Bajaj,Chetak,2W,Scooter,Pure EV,2.7,104.5,DC Fast,93550,4589.0,411,16.95,17.69,-4.99,718,95.89,31340.1,238.84,40.93,34.0,Pongal,467
100147,2024-03-04,2024,3,1,Kerala,Kochi,KOC93,9.5835,95.3315,TVS,iQube,2W,Scooter,Pure EV,3.2,134.0,DC Fast,166560,16654.0,333,22.16,0.84,-4.55,444,97.98,20799.0,200.86,72.91,17.4,Eid,448
100148,2024-10-01,2024,10,4,Delhi,New Delhi,NEW96,23.5695,84.3854,Bajaj,Chetak,2W,Scooter,Pure EV,2.8,137.6,CCS2,94138,4346.0,161,0.41,46.44,5.65,2146,100.55,24610.1,25.17,71.61,19.5,Pongal,389
100149,2025-03-27,2025,3,1,Rajasthan,Jaipur,JAI43,34.1939,69.4602,Tata Motors,Nexon EV,4W,Passenger,Pure EV,58.8,253.8,DC Fast,3670960,386138.0,446,4.22,38.84,0.34,2274,103.44,14293.7,59.9,55.81,36.0,Christmas,95
100150,2025-08-11,2025,8,3,Maharashtra,Pune,PUN66,23.183,86.9833,Bajaj,Chetak,2W,Scooter,Pure EV,2.8,137.7,Bharat DC,140142,2805.0,47,19.82,52.61,8.58,1416,96.72,2183.3,56.9,55.45,28.8,Christmas,416
100151,2024-12-15,2024,12,4,Maharashtra,Pune,PUN22,21.2954,91.8333,Mahindra,XUV400,4W,Passenger,Pure EV,17.1,346.9,Bharat DC,2917814,291756.0,281,13.1,35.64,-6.81,458,94.1,7098.5,31.51,86.47,18.5,Navratri,416
100152,2024-02-25,2024,2,1,Kerala,Kochi,KOC71,33.2533,92.3257,Tata Motors,Nexon EV,4W,Passenger,Pure EV,67.2,391.7,Bharat DC,3004598,347389.0,69,24.1,-9.72,11.14,2102,106.75,31883.3,173.42,33.54,36.5,Diwali,248
100153,2026-10-11,2026,10,4,Rajasthan,Jaipur,JAI53,24.2682,93.7067,TVS,iQube,2W,Scooter,Pure EV,4.9,208.2,CCS2,158614,7512.0,176,24.27,19.43,-4.53,2263,108.66,25002.0,233.97,69.34,18.0,Onam,401
100154,2024-11-05,2024,11,4,Delhi,New Delhi,NEW69,15.7201,92.5717,Hyundai,Creta EV,4W,Passenger,Pure EV,63.2,537.6,AC,2667981,208851.0,342,17.78,33.83,15.24,2161,90.56,13516.2,14.69,24.42,20.0,Holi,196
100155,2024-03-27,2024,3,1,Karnataka,Bengaluru,BEN83,23.1543,74.8903,Ola Electric,S1 Pro,2W,Scooter,Pure EV,,84.5,CCS2,163262,4938.0,445,16.92,26.52,-2.17,212,110.24,13748.1,239.24,96.11,21.4,,56
100156,2024-04-20,2024,4,2,Uttar Pradesh,Lucknow,LUC24,33.9868,89.3173,BYD,Seal,4W,Passenger,Pure EV,66.1,436.9,AC,2811854,274478.0,100,7.43,1.53,9.75,1565,88.98,9985.2,67.16,32.55,37.4,,219
100157,2025-12-05,2025,12,4,Karnataka,Bengaluru,BEN91,16.5822,74.3789,MG,ZS EV,4W,Passenger,Pure EV,55.8,543.6,DC Fast,2888783,301341.0,155,12.31,27.22,1.31,2152,89.64,17828.4,104.86,61.89,14.8,Navratri,159
100158,2024-06-12,2024,6,2,Gujarat,Ahmedabad,AHM80,14.5833,69.1564,BYD,Seal,4W,Passenger,Pure EV,81.8,567.1,CCS2,4133966,86319.0,343,8.72,5.62,8.7,1582,109.98,33091.1,97.39,62.14,20.5,Pongal,313
100159,2026-08-16,2026,8,3,Karnataka,Bengaluru,BEN86,24.9969,74.1821,Ola electric,S1 Pro,2W,Scooter,Pure EV,3.3,91.5,Bharat DC,98636,11556.0,396,13.5,-9.52,-6.3,445,92.93,29057.6,219.84,77.83,25.1,Diwali,432
100160,2023-01-15,2023,1,1,Telangana,Hyderabad,HYD81,18.9201,77.1757,Tata Motors,Nexon EV,4W,Passenger,Pure EV,21.8,263.7,Bharat DC,1581678,42775.0,421,5.77,6.81,2.09,504,100.84,22557.4,155.16,78.96,29.6,Diwali,233
100161,2026-02-10,2026,2,1,Gujarat,Ahmedabad,AHM70,15.9644,86.3873,mahindra,BE 6,4W,Passenger,Pure EV,66.7,385.7,CCS2,2082896,179280.0,243,3.99,4.29,11.42,1548,110.98,686.9,218.88,31.03,13.3,Eid,325
100162,2026-02-10,2026,2,1,Tamil Nadu,Chennai,CHE86,29.5908,92.7153,Ather,450X,2W,Scooter,Pure EV,3.5,170.4,Bharat DC,136130,4914.0,114,15.46,6.43,-5.02,2271,89.76,23607.5,63.8,35.4,29.4,Pongal,232
100163,2023-11-21,2023,11,4,Tamil Nadu,Chennai,CHE73,17.8413,77.1737,Mahindra,BE 6,4W,Passenger,Pure EV,57.3,603.1,Bharat DC,1812251,,316,16.52,35.07,-4.04,710,88.12,8842.3,56.55,77.71,25.1,Pongal,118
100164,2024-08-15,2024,8,3,Uttar Pradesh,Lucknow,LUC34,27.8057,86.1719,Ather,Rizta,2W,Scooter,Pure EV,3.7,95.2,AC,148100,4176.0,144,21.48,-0.9,6.0,96,108.39,22217.4,203.44,65.15,35.1,Navratri,68
100165,2026-05-18,2026,5,2,Rajasthan,Jaipur,JAI47,21.5585,87.2177,Bajaj,Chetak,2W,Scooter,Pure EV,3.4,111.3,DC Fast,159493,14884.0,149,3.43,22.57,-5.65,2125,91.37,5825.0,142.24,64.13,38.2,Holi,426
100166,2025-06-02,2025,6,2,Tamil Nadu,Chennai,CHE06,9.0774,86.8072,Bajaj,Chetak,2W,Scooter,Pure EV,2.7,131.7,AC,93853,3818.0,406,9.1,20.53,3.82,2155,103.21,9790.3,185.86,65.13,29.1,Eid,384
100167,2025-06-19,2025,6,2,Maharashtra,Pune,PUN01,21.5496,72.0301,Hyundai,Creta EV,4W,Passenger,Pure EV,41.5,606.4,,2507301,138628.0,445,8.69,41.52,15.07,962,89.85,22628.7,54.06,34.58,22.9,Diwali,388
100168,2023-07-26,2023,7,3,Telangana,Hyderabad,HYD21,11.6375,82.8666,Mahindra,BE 6,4W,Passenger,Pure EV,60.9,405.1,DC Fast,2767768,234502.0,211,0.66,-7.2,6.91,249,91.99,32308.9,129.89,51.63,41.1,,499
100169,2024-02-07,2024,2,1,Uttar Pradesh,Lucknow,LUC22,27.553,77.9375,Bajaj,Chetak,2W,Scooter,Pure EV,2.9,196.3,Bharat DC,144075,14330.0,421,19.21,30.51,5.28,2463,102.17,8274.5,97.29,28.47,18.1,Eid,473
100170,2023-10-04,2023,10,4,Delhi,New Delhi,NEW87,25.5293,83.1393,Bajaj,Chetak,2W,Scooter,Pure EV,4.7,154.4,CCS2,157714,4624.0,338,3.35,29.23,13.52,197,104.74,15184.8,234.7,57.61,35.1,Pongal,351
100171,2026-02-14,2026,2,1,Delhi,New Delhi,NEW01,23.6057,71.417,Ola Electric,S1 X,2W,Scooter,Pure EV,4.4,207.4,AC,97544,7787.0,279,10.28,2.29,10.44,1556,103.71,24165.5,80.0,48.26,16.6,Onam,183
100172,2026-07-19,2026,7,3,Telangana,Hyderabad,HYD74,17.2976,88.4593,OLA,S1 X,2W,Scooter,Pure EV,4.4,137.9,DC Fast,160541,10956.0,190,14.02,21.44,17.7,507,105.95,15796.8,175.28,32.62,18.4,Eid,452
100173,2024-09-20,2024,9,3,Karnataka,Bengaluru,BEN11,24.4438,89.0103,MG,ZS EV,4W,Passenger,Pure EV,79.7,182.5,Bharat DC,1018810,35182.0,308,10.94,-5.83,-2.23,2154,94.88,33734.5,15.78,80.34,17.3,Christmas,274
100174,2022-04-28,2022,4,2,Rajasthan,Jaipur,JAI21,10.3448,76.0022,Ola Electric,S1 Pro,2W,Scooter,Pure EV,2.6,163.9,Bharat DC,136423,5889.0,87,16.88,13.38,9.03,1466,104.07,14369.1,51.28,21.2,33.1,Diwali,331
100175,2024-12-27,2024,12,4,Rajasthan,Jaipur,JAI14,23.083,82.5919,Ather,Rizta,2W,Scooter,Pure EV,4.9,,CCS2,144573,5704.0,207,14.42,6.97,2.59,499,107.27,33497.8,219.21,83.43,29.2,Christmas,243
100176,2026-08-25,2026,8,3,Tamil Nadu,Chennai,CHE87,26.9318,91.2047,Ather,Rizta,2W,Scooter,Pure EV,4.2,205.5,Bharat DC,167582,11429.0,133,1.78,31.19,17.85,1466,100.4,637.4,208.3,39.36,14.8,Pongal,88
100177,2026-03-16,2026,3,1,Telangana,Hyderabad,HYD34,13.583,73.8802,Ather,450X,2W,Scooter,Pure EV,4.7,117.7,DC Fast,175241,15476.0,98,12.53,2.98,11.12,1478,91.74,4002.1,230.17,72.71,31.9,,441
100178,2026-01-28,2026,1,1,Uttar Pradesh,Lucknow,LUC51,13.9965,84.7233,Ather,Rizta,2W,Scooter,Pure EV,3.7,218.0,AC,170730,18247.0,252,4.65,39.68,5.29,2173,107.18,16897.7,135.88,59.19,23.8,Holi,284
100179,2022-12-17,2022,12,4,Uttar Pradesh,Lucknow,LUC35,20.7263,85.7794,Ather,450X,2W,Scooter,Pure EV,2.5,109.5,,142291,7476.0,314,21.56,2.16,-1.17,773,99.97,7605.5,175.63,49.04,37.6,Onam,280
100180,2023-10-05,2023,10,4,West Bengal,Kolkata,KOL02,12.7684,82.4883,BYD,Atto 3,4W,Passenger,Pure EV,63.9,557.9,CCS2,2643690,279255.0,101,3.73,52.34,-4.11,2013,95.2,19806.2,142.61,51.08,32.7,,160
100181,2024-08-27,2024,8,3,Maharashtra,Pune,PUN78,13.3719,84.7009,Bajaj,Chetak,2W,Scooter,Pure EV,3.1,130.4,DC Fast,140174,14158.0,177,0.59,-2.12,14.55,1185,96.52,23659.8,122.64,77.45,38.7,Eid,364
100182,2024-08-21,2024,8,3,Delhi,New Delhi,NEW41,16.5557,76.4493,MG,Windsor EV,4W,Passenger,Pure EV,69.5,338.6,CCS2,2909457,224505.0,435,22.69,-4.86,0.93,2499,103.47,9712.3,112.06,87.3,22.9,Christmas,261
100183,2023-03-28,2023,3,1,Karnataka,Bengaluru,BEN61,22.8077,68.7646,MG,Windsor EV,4W,Passenger,Pure EV,32.3,298.3,Bharat DC,3303564,313753.0,108,4.26,-3.3,-6.34,2166,106.36,3188.8,66.72,32.11,31.6,Eid,208
100184,2023-04-24,2023,4,2,Gujarat,Ahmedabad,AHM70,33.2412,83.9078,Bajaj,Chetak,2W,Scooter,Pure EV,2.8,197.4,DC Fast,92571,7994.0,441,22.89,46.18,4.15,2228,92.25,21036.2,158.32,69.6,28.9,Onam,227
100185,2025-09-08,2025,9,3,Maharashtra,Pune,PUN69,8.2246,94.7406,Bajaj,Chetak,2W,Scooter,Pure EV,3.4,116.4,Bharat DC,117322,2348.0,418,18.98,-1.14,-0.54,1247,88.22,15236.1,74.29,38.03,12.2,Pongal,146
100186,2025-09-14,2025,9,3,Kerala,Kochi,KOC79,29.8045,87.8546,BYD,Atto 3,4W,Passenger,Pure EV,63.5,483.6,CCS2,3599494,151392.0,41,10.61,5.57,11.88,2198,107.41,14627.8,213.59,34.23,20.7,Christmas,366
100187,2025-05-23,2025,5,2,West Bengal,Kolkata,KOL02,14.2859,72.3698,Bajaj,Chetak,2W,Scooter,Pure EV,3.3,101.3,Bharat DC,177274,3938.0,53,7.12,-1.87,3.4,909,96.21,11111.7,200.17,97.84,25.9,,219
100188,2022-03-02,2022,3,1,Gujarat,Ahmedabad,AHM32,18.3895,96.2742,TVS,iQube,2W,Scooter,Pure EV,3.9,105.4,DC Fast,170613,7679.0,196,20.72,-2.07,11.97,157,92.78,25815.7,24.85,71.95,18.3,Eid,398
100189,2024-06-06,2024,6,2,Karnataka,Bengaluru,BEN56,16.7619,72.8535,Hyundai,Ioniq 5,4W,Passenger,Pure EV,,480.1,CCS2,1395533,151767.0,443,16.7,53.26,-1.86,2414,90.87,27683.3,3.72,23.28,35.5,Christmas,402
100190,2026-03-12,2026,3,1,Maharashtra,Pune,PUN90,22.4815,71.1144,BYD,Atto 3,4W,Passenger,Pure EV,49.5,502.4,Bharat DC,1884477,220418.0,389,15.67,-6.11,8.76,973,95.6,19674.8,161.69,47.09,38.8,Navratri,60
100191,2025-06-24,2025,6,2,Delhi,New Delhi,NEW60,15.4338,92.1091,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.7,141.3,DC Fast,116524,10453.0,98,14.21,25.34,0.42,302,100.75,15893.6,205.13,62.25,25.6,Eid,425
100192,2023-01-20,2023,1,1,Telangana,Hyderabad,HYD37,16.7102,86.5862,BYD,Seal,4W,Passenger,Pure EV,63.9,489.4,AC,2586348,151946.0,269,17.11,39.77,-3.99,414,100.56,2613.8,209.05,30.12,38.2,Navratri,104
100193,2025-04-04,2025,4,2,Karnataka,Bengaluru,BEN84,21.2679,93.8033,TVS,iQube,2W,Scooter,Pure EV,3.8,178.2,AC,113034,6402.0,311,17.97,-9.15,15.95,1937,107.22,2406.3,140.17,93.18,,Pongal,456
100194,2022-10-09,2022,10,4,Rajasthan,Jaipur,JAI68,25.7357,84.5308,Tata Motors,Nexon EV,4W,Passenger,Pure EV,71.2,216.6,DC Fast,1455650,104732.0,52,18.16,24.56,-3.07,2307,105.98,14706.9,27.72,69.81,22.7,Christmas,409
100195,2025-02-06,2025,2,1,Delhi,New Delhi,NEW48,19.1333,86.364,Hyundai,Creta EV,4W,Passenger,Pure EV,49.8,489.0,CCS2,2568652,205471.0,181,22.57,25.76,17.92,1005,101.52,7723.3,191.78,92.24,19.6,Christmas,279
100196,2025-01-24,2025,1,1,Karnataka,Bengaluru,BEN89,30.2031,94.6543,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.8,219.1,DC Fast,117166,5862.0,114,5.45,10.47,12.06,406,88.91,12641.3,35.89,48.63,29.5,Navratri,181
100197,2024-02-19,2024,2,1,Kerala,Kochi,KOC83,16.1106,89.1929,BYD,Atto 3,4W,Passenger,Pure EV,64.0,552.7,Bharat DC,1305159,133871.0,354,17.6,43.27,-5.52,341,106.72,32288.9,84.6,88.62,25.0,Diwali,495
100198,2023-12-21,2023,12,4,West Bengal,Kolkata,KOL94,34.9289,96.1602,Tata Motors,Curvv EV,4W,Passenger,Pure EV,20.5,426.5,AC,1817608,139031.0,168,12.61,4.35,-6.69,929,98.37,27587.0,38.28,46.22,26.3,,330
100199,2025-05-03,2025,5,2,Kerala,Kochi,KOC95,22.1547,75.0271,Hyundai,Creta EV,4W,Passenger,Pure EV,67.3,241.3,CCS2,1172048,,250,9.94,27.14,6.59,1781,95.76,32367.6,23.76,72.4,24.7,Pongal,147
100200,2024-06-20,2024,6,2,Karnataka,Bengaluru,BEN88,18.0932,89.9743,Ola Electric,S1 Pro,2W,Scooter,Pure EV,5.0,166.3,AC,179114,11503.0,75,11.07,50.07,-1.93,480,105.75,8733.8,155.82,31.52,37.0,Onam,57
100201,2024-12-26,2024,12,4,Maharashtra,Pune,PUN94,34.7922,88.1571,Ola Electric,S1 X,2W,Scooter,Pure EV,3.7,126.5,AC,156601,6450.0,280,13.13,6.81,4.56,1562,101.99,23324.4,12.31,33.28,20.5,Onam,77
100202,2025-11-01,2025,11,4,Maharashtra,Pune,PUN49,21.7306,88.581,TVS,iQube,2W,Scooter,Pure EV,4.2,207.8,CCS2,122420,3769.0,150,21.7,32.21,-1.99,2005,108.8,18745.2,47.82,59.05,25.7,,70
